timestamp,src_ip,dst_ip,protocol,length
1753546237.023441,172.64.155.209,192.168.1.4,6,56
1753546237.023916,172.64.155.209,192.168.1.4,6,56
1753546237.023916,172.64.155.209,192.168.1.4,6,56
1753546237.501241,172.64.155.209,192.168.1.4,6,364
1753546237.501241,172.64.155.209,192.168.1.4,6,89
1753546237.501241,172.64.155.209,192.168.1.4,6,85
1753546237.501417,192.168.1.4,172.64.155.209,6,54
1753546237.52306,192.168.1.4,182.79.156.34,6,54
1753546238.565992,192.168.1.4,172.64.155.209,6,6984
1753546238.566111,192.168.1.4,172.64.155.209,6,439
1753546238.578523,172.64.155.209,192.168.1.4,6,56
1753546238.579933,172.64.155.209,192.168.1.4,6,56
1753546238.580207,172.64.155.209,192.168.1.4,6,56
1753546238.580643,172.64.155.209,192.168.1.4,6,56
1753546238.580643,172.64.155.209,192.168.1.4,6,56
1753546238.580643,172.64.155.209,192.168.1.4,6,56
1753546238.622205,192.168.1.4,172.64.155.209,6,6984
1753546238.622343,192.168.1.4,172.64.155.209,6,439
1753546238.635608,172.64.155.209,192.168.1.4,6,56
1753546238.635987,172.64.155.209,192.168.1.4,6,56
1753546238.637561,172.64.155.209,192.168.1.4,6,56
1753546238.637745,172.64.155.209,192.168.1.4,6,56
1753546238.637745,172.64.155.209,192.168.1.4,6,56
1753546238.891039,172.64.155.209,192.168.1.4,6,346
1753546238.891039,172.64.155.209,192.168.1.4,6,356
1753546238.891039,172.64.155.209,192.168.1.4,6,85
1753546238.891325,192.168.1.4,172.64.155.209,6,54
1753546239.124772,192.168.1.4,172.64.155.209,6,5317
1753546239.124873,192.168.1.4,172.64.155.209,6,1519
1753546239.140128,172.64.155.209,192.168.1.4,6,56
1753546239.140944,172.64.155.209,192.168.1.4,6,56
1753546239.140944,172.64.155.209,192.168.1.4,6,56
1753546239.140944,172.64.155.209,192.168.1.4,6,56
1753546239.140944,172.64.155.209,192.168.1.4,6,56
1753546239.219883,172.64.155.209,192.168.1.4,6,333
1753546239.219883,172.64.155.209,192.168.1.4,6,357
1753546239.219987,192.168.1.4,172.64.155.209,6,54
1753546239.220143,172.64.155.209,192.168.1.4,6,85
1753546239.220983,192.168.1.4,172.64.155.209,6,89
1753546239.237011,172.64.155.209,192.168.1.4,6,56
1753546239.41502,172.64.155.209,192.168.1.4,6,599
1753546239.41502,172.64.155.209,192.168.1.4,6,101
1753546239.41502,172.64.155.209,192.168.1.4,6,85
1753546239.415204,192.168.1.4,172.64.155.209,6,54
1753546239.62846,3.230.113.85,192.168.1.4,6,54
1753546239.62846,3.230.113.85,192.168.1.4,6,100
1753546239.62846,3.230.113.85,192.168.1.4,6,85
1753546239.628672,192.168.1.4,3.230.113.85,6,54
1753546239.62908,192.168.1.4,3.230.113.85,6,54
1753546239.629358,192.168.1.4,3.230.113.85,6,54
1753546239.915205,3.230.113.85,192.168.1.4,6,54
1753546239.915411,3.230.113.85,192.168.1.4,6,54
1753546239.915469,192.168.1.4,3.230.113.85,6,54
1753546240.113532,13.35.238.120,192.168.1.4,6,93
1753546240.113532,13.35.238.120,192.168.1.4,6,54
1753546240.113724,192.168.1.4,13.35.238.120,6,54
1753546240.113992,192.168.1.4,13.35.238.120,6,54
1753546240.18215,13.35.238.120,192.168.1.4,6,54
1753546240.52449,192.168.1.4,35.190.80.1,17,1292
1753546240.524618,192.168.1.4,35.190.80.1,17,1292
1753546240.524802,192.168.1.4,35.190.80.1,6,238
1753546240.524907,192.168.1.4,35.190.80.1,6,93
1753546240.542548,35.190.80.1,192.168.1.4,6,54
1753546240.543072,35.190.80.1,192.168.1.4,6,54
1753546240.543973,35.190.80.1,192.168.1.4,6,93
1753546240.544487,35.190.80.1,192.168.1.4,17,82
1753546240.544487,35.190.80.1,192.168.1.4,17,1292
1753546240.568085,192.168.1.4,35.190.80.1,17,1292
1753546240.585758,192.168.1.4,35.190.80.1,6,54
1753546240.586178,35.190.80.1,192.168.1.4,17,1292
1753546240.604282,35.190.80.1,192.168.1.4,17,1292
1753546240.60603,192.168.1.4,35.190.80.1,17,1292
1753546240.606375,192.168.1.4,35.190.80.1,17,203
1753546240.625636,35.190.80.1,192.168.1.4,17,626
1753546240.625636,35.190.80.1,192.168.1.4,17,163
1753546240.6266,192.168.1.4,35.190.80.1,17,73
1753546240.650191,35.190.80.1,192.168.1.4,17,66
1753546240.816102,35.190.80.1,192.168.1.4,6,135
1753546240.817476,192.168.1.4,35.190.80.1,6,93
1753546240.817719,192.168.1.4,35.190.80.1,6,89
1753546240.818239,192.168.1.4,35.190.80.1,17,1288
1753546240.818441,192.168.1.4,35.190.80.1,17,1292
1753546240.818672,192.168.1.4,35.190.80.1,17,385
1753546240.837371,35.190.80.1,192.168.1.4,6,54
1753546240.83761,35.190.80.1,192.168.1.4,17,69
1753546240.862688,35.190.80.1,192.168.1.4,17,66
1753546240.863384,192.168.1.4,35.190.80.1,17,73
1753546240.922096,44.207.110.138,192.168.1.4,6,100
1753546240.922096,44.207.110.138,192.168.1.4,6,85
1753546240.922096,44.207.110.138,192.168.1.4,6,54
1753546240.922676,192.168.1.4,44.207.110.138,6,54
1753546240.923094,192.168.1.4,44.207.110.138,6,54
1753546241.068395,192.168.1.4,35.190.80.1,17,71
1753546241.072739,192.168.1.1,192.168.1.4,ARP,42
1753546241.07279,192.168.1.4,192.168.1.1,ARP,42
1753546241.100697,192.168.1.4,192.168.1.3,6,164
1753546241.105669,35.190.80.1,192.168.1.4,17,170
1753546241.110487,3.230.113.85,192.168.1.4,6,100
1753546241.110487,3.230.113.85,192.168.1.4,6,85
1753546241.110487,3.230.113.85,192.168.1.4,6,54
1753546241.111043,192.168.1.4,3.230.113.85,6,54
1753546241.135393,192.168.1.4,35.190.80.1,17,78
1753546241.177466,35.190.80.1,192.168.1.4,17,66
1753546241.193983,44.207.110.138,192.168.1.4,6,100
1753546241.193983,44.207.110.138,192.168.1.4,6,85
1753546241.194442,192.168.1.4,44.207.110.138,6,54
1753546241.194729,44.207.110.138,192.168.1.4,6,54
1753546241.194953,192.168.1.4,44.207.110.138,6,54
1753546241.206477,192.168.1.3,192.168.1.4,6,164
1753546241.206664,44.207.110.138,192.168.1.4,6,54
1753546241.254359,192.168.1.4,192.168.1.3,6,54
1753546241.638288,192.168.1.4,40.71.14.140,6,85
1753546241.935783,40.71.14.140,192.168.1.4,6,85
1753546241.975899,192.168.1.4,40.71.14.140,6,54
1753546242.328443,192.168.1.4,182.79.156.34,6,54
1753546243.632341,192.168.1.4,172.64.155.209,6,6985
1753546243.632483,192.168.1.4,172.64.155.209,6,439
1753546243.648708,172.64.155.209,192.168.1.4,6,56
1753546243.651134,172.64.155.209,192.168.1.4,6,56
1753546243.651134,172.64.155.209,192.168.1.4,6,56
1753546243.651134,172.64.155.209,192.168.1.4,6,56
1753546243.981652,172.64.155.209,192.168.1.4,6,371
1753546243.981652,172.64.155.209,192.168.1.4,6,358
1753546243.981652,172.64.155.209,192.168.1.4,6,85
1753546243.981931,192.168.1.4,172.64.155.209,6,54
1753546244.462587,192.168.1.4,104.26.7.95,6,111
1753546244.480691,104.26.7.95,192.168.1.4,6,54
1753546244.767203,104.26.7.95,192.168.1.4,6,662
1753546244.767705,104.26.7.95,192.168.1.4,6,176
1753546244.767705,104.26.7.95,192.168.1.4,6,85
1753546244.767973,192.168.1.4,104.26.7.95,6,54
1753546244.769302,192.168.1.4,104.26.7.95,6,89
1753546244.786053,104.26.7.95,192.168.1.4,6,54
1753546246.211897,192.168.1.4,192.168.1.3,6,164
1753546246.224289,192.168.1.3,192.168.1.4,6,164
1753546246.275812,192.168.1.4,192.168.1.3,6,54
1753546248.719192,192.168.1.4,172.64.155.209,6,6985
1753546248.719312,192.168.1.4,172.64.155.209,6,439
1753546248.731778,172.64.155.209,192.168.1.4,6,56
1753546248.731965,172.64.155.209,192.168.1.4,6,56
1753546248.732732,172.64.155.209,192.168.1.4,6,56
1753546248.732732,172.64.155.209,192.168.1.4,6,56
1753546248.732732,172.64.155.209,192.168.1.4,6,56
1753546248.937362,192.168.1.4,192.168.1.1,17,85
1753546248.939151,192.168.1.4,192.168.1.1,17,85
1753546248.939624,192.168.1.1,192.168.1.4,17,117
1753546248.945335,192.168.1.1,192.168.1.4,17,158
1753546248.946494,192.168.1.4,172.64.41.3,17,1292
1753546248.946604,192.168.1.4,172.64.41.3,17,1292
1753546248.946751,192.168.1.4,172.64.41.3,17,121
1753546248.946963,192.168.1.4,172.64.41.3,17,302
1753546248.947067,192.168.1.4,172.64.41.3,17,302
1753546248.964591,172.64.41.3,192.168.1.4,17,1242
1753546248.965365,172.64.41.3,192.168.1.4,17,1242
1753546248.965365,172.64.41.3,192.168.1.4,17,1242
1753546248.965365,172.64.41.3,192.168.1.4,17,66
1753546248.965365,172.64.41.3,192.168.1.4,17,66
1753546248.965365,172.64.41.3,192.168.1.4,17,91
1753546248.966306,172.64.41.3,192.168.1.4,17,662
1753546248.966306,172.64.41.3,192.168.1.4,17,626
1753546248.967587,192.168.1.4,172.64.41.3,17,1292
1753546248.967949,192.168.1.4,172.64.41.3,17,85
1753546248.96827,192.168.1.4,172.64.41.3,17,89
1753546248.96905,192.168.1.4,172.64.41.3,17,85
1753546248.971836,192.168.1.4,142.250.183.106,17,1292
1753546248.971896,192.168.1.4,142.250.183.106,17,1292
1753546248.971959,192.168.1.4,142.250.183.106,17,1292
1753546248.973128,192.168.1.4,142.250.183.106,17,122
1753546248.973277,192.168.1.4,142.250.183.106,17,959
1753546248.985926,172.64.41.3,192.168.1.4,17,64
1753546248.985926,172.64.41.3,192.168.1.4,17,70
1753546248.986202,192.168.1.4,172.64.41.3,17,85
1753546248.989928,142.250.183.106,192.168.1.4,17,82
1753546248.992345,142.250.183.106,192.168.1.4,17,82
1753546248.992345,142.250.183.106,192.168.1.4,17,1292
1753546248.992345,142.250.183.106,192.168.1.4,17,1292
1753546249.013364,192.168.1.4,142.250.183.106,17,1292
1753546249.025107,172.64.155.209,192.168.1.4,6,356
1753546249.025107,172.64.155.209,192.168.1.4,6,87
1753546249.025107,172.64.155.209,192.168.1.4,6,360
1753546249.025107,172.64.155.209,192.168.1.4,6,85
1753546249.025326,192.168.1.4,172.64.155.209,6,54
1753546249.027027,192.168.1.4,172.64.155.209,6,89
1753546249.038654,142.250.183.106,192.168.1.4,17,1292
1753546249.039618,172.64.155.209,192.168.1.4,6,56
1753546249.051455,142.250.183.106,192.168.1.4,17,1292
1753546249.051455,142.250.183.106,192.168.1.4,17,339
1753546249.051455,142.250.183.106,192.168.1.4,17,995
1753546249.051746,142.250.183.106,192.168.1.4,17,80
1753546249.051955,142.250.183.106,192.168.1.4,17,66
1753546249.052009,192.168.1.4,142.250.183.106,17,120
1753546249.052131,192.168.1.4,142.250.183.106,17,73
1753546249.052251,142.250.183.106,192.168.1.4,17,527
1753546249.052414,192.168.1.4,142.250.183.106,17,75
1753546249.053634,142.250.183.106,192.168.1.4,17,1288
1753546249.053634,142.250.183.106,192.168.1.4,17,1292
1753546249.053864,192.168.1.4,142.250.183.106,17,80
1753546249.053932,192.168.1.4,142.250.183.106,17,74
1753546249.068618,142.250.183.106,192.168.1.4,17,162
1753546249.069803,142.250.183.106,192.168.1.4,17,67
1753546249.107706,192.168.1.4,142.250.183.106,17,74
1753546249.12096,142.250.183.106,192.168.1.4,17,162
1753546249.121124,192.168.1.4,142.250.183.106,17,75
1753546251.232496,192.168.1.4,192.168.1.3,6,164
1753546251.268725,192.168.1.3,192.168.1.4,6,164
1753546251.312383,192.168.1.4,192.168.1.3,6,54
1753546251.936751,192.168.1.4,182.79.156.34,6,54
1753546252.947745,192.168.1.4,172.64.155.209,6,10827
1753546252.947842,192.168.1.4,172.64.155.209,6,1008
1753546252.960276,172.64.155.209,192.168.1.4,6,56
1753546252.960276,172.64.155.209,192.168.1.4,6,56
1753546252.960637,172.64.155.209,192.168.1.4,6,56
1753546252.960917,172.64.155.209,192.168.1.4,6,56
1753546252.961257,172.64.155.209,192.168.1.4,6,56
1753546252.961257,172.64.155.209,192.168.1.4,6,56
1753546252.961257,172.64.155.209,192.168.1.4,6,56
1753546252.961257,172.64.155.209,192.168.1.4,6,56
1753546252.961257,172.64.155.209,192.168.1.4,6,56
1753546254.465172,192.168.1.4,104.26.7.95,6,111
1753546254.481793,104.26.7.95,192.168.1.4,6,54
1753546254.760222,104.26.7.95,192.168.1.4,6,504
1753546254.760222,104.26.7.95,192.168.1.4,6,176
1753546254.760222,104.26.7.95,192.168.1.4,6,85
1753546254.760647,192.168.1.4,104.26.7.95,6,54
1753546254.762436,192.168.1.4,104.26.7.95,6,89
1753546254.779014,104.26.7.95,192.168.1.4,6,54
1753546255.215254,172.64.155.209,192.168.1.4,6,1208
1753546255.215254,172.64.155.209,192.168.1.4,6,119
1753546255.215254,172.64.155.209,192.168.1.4,6,1146
1753546255.215364,192.168.1.4,172.64.155.209,6,54
1753546255.21607,172.64.155.209,192.168.1.4,6,316
1753546255.216187,192.168.1.4,172.64.155.209,6,54
1753546255.216685,192.168.1.4,172.64.155.209,6,89
1753546255.228863,172.64.155.209,192.168.1.4,6,56
1753546255.2489,172.64.155.209,192.168.1.4,6,282
1753546255.2489,172.64.155.209,192.168.1.4,6,178
1753546255.249006,192.168.1.4,172.64.155.209,6,54
1753546255.343135,172.64.155.209,192.168.1.4,6,122
1753546255.384216,192.168.1.4,172.64.155.209,6,54
1753546255.445095,172.64.155.209,192.168.1.4,6,138
1753546255.492433,192.168.1.4,172.64.155.209,6,54
1753546255.669901,172.64.155.209,192.168.1.4,6,146
1753546255.717282,192.168.1.4,172.64.155.209,6,54
1753546255.76944,192.168.1.4,172.64.155.209,6,5313
1753546255.769544,192.168.1.4,172.64.155.209,6,1734
1753546255.769842,192.168.1.4,172.64.155.209,6,5344
1753546255.769916,192.168.1.4,172.64.155.209,6,1595
1753546255.784357,172.64.155.209,192.168.1.4,6,56
1753546255.784454,172.64.155.209,192.168.1.4,6,56
1753546255.784454,172.64.155.209,192.168.1.4,6,56
1753546255.784729,172.64.155.209,192.168.1.4,6,56
1753546255.785136,172.64.155.209,192.168.1.4,6,56
1753546255.785259,172.64.155.209,192.168.1.4,6,56
1753546255.895121,172.64.155.209,192.168.1.4,6,162
1753546255.942259,192.168.1.4,172.64.155.209,6,54
1753546256.034231,172.64.155.209,192.168.1.4,6,350
1753546256.041848,172.64.155.209,192.168.1.4,6,101
1753546256.041942,192.168.1.4,172.64.155.209,6,54
1753546256.042055,172.64.155.209,192.168.1.4,6,85
1753546256.046569,172.64.155.209,192.168.1.4,6,598
1753546256.046569,172.64.155.209,192.168.1.4,6,101
1753546256.046569,172.64.155.209,192.168.1.4,6,85
1753546256.046986,192.168.1.4,172.64.155.209,6,54
1753546256.091568,172.64.155.209,192.168.1.4,6,154
1753546256.134165,192.168.1.4,172.64.155.209,6,54
1753546256.270062,192.168.1.4,192.168.1.3,6,164
1753546256.301483,172.64.155.209,192.168.1.4,6,122
1753546256.356163,192.168.1.4,172.64.155.209,6,54
1753546256.362106,192.168.1.3,192.168.1.4,6,164
1753546256.409331,192.168.1.4,192.168.1.3,6,54
1753546256.503237,172.64.155.209,192.168.1.4,6,146
1753546256.550608,192.168.1.4,172.64.155.209,6,54
1753546256.76202,172.64.155.209,192.168.1.4,6,130
1753546256.808565,192.168.1.4,172.64.155.209,6,54
1753546257.010764,172.64.155.209,192.168.1.4,6,154
1753546257.050552,192.168.1.4,172.64.155.209,6,54
1753546257.272114,172.64.155.209,192.168.1.4,6,154
1753546257.31717,192.168.1.4,172.64.155.209,6,54
1753546257.540135,172.64.155.209,192.168.1.4,6,130
1753546257.583179,192.168.1.4,172.64.155.209,6,54
1753546257.917386,172.64.155.209,192.168.1.4,6,122
1753546257.962609,192.168.1.4,172.64.155.209,6,54
1753546258.139169,172.64.155.209,192.168.1.4,6,154
1753546258.143069,192.168.1.4,172.64.155.209,6,89
1753546258.196928,172.64.155.209,192.168.1.4,6,56
1753546258.33738,172.64.155.209,192.168.1.4,6,154
1753546258.390817,192.168.1.4,172.64.155.209,6,54
1753546259.0848,192.168.1.4,3.233.158.26,6,55
1753546259.085013,192.168.1.4,3.233.158.26,6,55
1753546259.142241,172.64.155.209,192.168.1.4,6,146
1753546259.183849,192.168.1.4,172.64.155.209,6,54
1753546259.232585,192.168.1.4,162.159.61.3,17,309
1753546259.232726,192.168.1.4,162.159.61.3,17,309
1753546259.23282,192.168.1.4,172.64.155.209,6,232
1753546259.232869,192.168.1.4,172.64.155.209,6,93
1753546259.232912,192.168.1.4,172.64.155.209,6,2458
1753546259.247756,162.159.61.3,192.168.1.4,17,66
1753546259.247756,172.64.155.209,192.168.1.4,6,54
1753546259.247756,172.64.155.209,192.168.1.4,6,54
1753546259.247756,172.64.155.209,192.168.1.4,6,54
1753546259.247756,172.64.155.209,192.168.1.4,6,54
1753546259.247756,172.64.155.209,192.168.1.4,6,93
1753546259.248851,162.159.61.3,192.168.1.4,17,627
1753546259.24907,162.159.61.3,192.168.1.4,17,627
1753546259.249273,192.168.1.4,162.159.61.3,17,85
1753546259.292537,192.168.1.4,172.64.155.209,6,54
1753546259.325815,172.64.155.209,192.168.1.4,6,959
1753546259.325815,172.64.155.209,192.168.1.4,6,101
1753546259.325815,172.64.155.209,192.168.1.4,6,85
1753546259.32605,192.168.1.4,172.64.155.209,6,54
1753546259.327125,192.168.1.4,172.64.155.209,6,89
1753546259.332144,172.64.155.209,192.168.1.4,6,266
1753546259.335976,3.233.158.26,192.168.1.4,6,66
1753546259.344984,3.233.158.26,192.168.1.4,6,66
1753546259.375494,192.168.1.4,172.64.155.209,6,54
1753546259.384699,172.64.155.209,192.168.1.4,6,54
1753546259.583605,172.64.155.209,192.168.1.4,6,146
1753546259.625576,192.168.1.4,172.64.155.209,6,54
1753546259.762948,172.64.155.209,192.168.1.4,6,162
1753546259.803459,192.168.1.4,172.64.155.209,6,54
1753546259.970994,172.64.155.209,192.168.1.4,6,170
1753546260.017523,192.168.1.4,172.64.155.209,6,54
1753546260.21853,172.64.155.209,192.168.1.4,6,138
1753546260.222968,192.168.1.4,172.64.155.209,6,89
1753546260.235254,172.64.155.209,192.168.1.4,6,56
1753546260.437724,172.64.155.209,192.168.1.4,6,130
1753546260.483784,192.168.1.4,172.64.155.209,6,54
1753546260.640831,172.64.155.209,192.168.1.4,6,154
1753546260.693118,192.168.1.4,172.64.155.209,6,54
1753546260.890804,172.64.155.209,192.168.1.4,6,146
1753546260.941645,192.168.1.4,172.64.155.209,6,54
1753546261.092347,172.64.155.209,192.168.1.4,6,138
1753546261.13387,192.168.1.4,172.64.155.209,6,54
1753546261.306858,172.64.155.209,192.168.1.4,6,154
1753546261.359112,192.168.1.4,172.64.155.209,6,54
1753546261.369853,192.168.1.4,192.168.1.3,6,164
1753546261.483956,192.168.1.3,192.168.1.4,6,164
1753546261.517428,172.64.155.209,192.168.1.4,6,130
1753546261.542312,192.168.1.4,192.168.1.3,6,54
1753546261.558046,192.168.1.4,172.64.155.209,6,54
1753546261.718612,172.64.155.209,192.168.1.4,6,138
1753546261.766232,192.168.1.4,172.64.155.209,6,54
1753546261.939775,172.64.155.209,192.168.1.4,6,178
1753546261.991273,192.168.1.4,172.64.155.209,6,54
1753546262.198288,172.64.155.209,192.168.1.4,6,138
1753546262.248556,192.168.1.4,172.64.155.209,6,54
1753546262.391753,172.64.155.209,192.168.1.4,6,130
1753546262.440195,192.168.1.4,172.64.155.209,6,54
1753546262.683018,172.64.155.209,192.168.1.4,6,130
1753546262.723309,192.168.1.4,172.64.155.209,6,54
1753546262.892431,172.64.155.209,192.168.1.4,6,138
1753546262.934594,192.168.1.4,172.64.155.209,6,54
1753546263.123797,172.64.155.209,192.168.1.4,6,154
1753546263.1637,192.168.1.4,172.64.155.209,6,54
1753546263.369271,172.64.155.209,192.168.1.4,6,162
1753546263.39,192.168.1.4,172.64.155.209,6,89
1753546263.403602,172.64.155.209,192.168.1.4,6,56
1753546263.549367,172.64.155.209,192.168.1.4,6,146
1753546263.592682,192.168.1.4,172.64.155.209,6,54
1753546263.788004,172.64.155.209,192.168.1.4,6,162
1753546263.833751,192.168.1.4,172.64.155.209,6,54
1753546264.048058,172.64.155.209,192.168.1.4,6,146
1753546264.093282,192.168.1.4,172.64.155.209,6,54
1753546264.247228,172.64.155.209,192.168.1.4,6,154
1753546264.300304,192.168.1.4,172.64.155.209,6,54
1753546264.4741,192.168.1.4,104.26.7.95,6,111
1753546264.482409,172.64.155.209,192.168.1.4,6,154
1753546264.490748,104.26.7.95,192.168.1.4,6,54
1753546264.5384,192.168.1.4,172.64.155.209,6,54
1753546264.714136,172.64.155.209,192.168.1.4,6,130
1753546264.755298,192.168.1.4,172.64.155.209,6,54
1753546264.781018,104.26.7.95,192.168.1.4,6,515
1753546264.781018,104.26.7.95,192.168.1.4,6,176
1753546264.781018,104.26.7.95,192.168.1.4,6,85
1753546264.781157,192.168.1.4,104.26.7.95,6,54
1753546264.781718,192.168.1.4,104.26.7.95,6,89
1753546264.798442,104.26.7.95,192.168.1.4,6,54
1753546264.948348,172.64.155.209,192.168.1.4,6,154
1753546264.99295,192.168.1.4,172.64.155.209,6,54
1753546265.150301,172.64.155.209,192.168.1.4,6,130
1753546265.193667,192.168.1.4,172.64.155.209,6,54
1753546265.369064,172.64.155.209,192.168.1.4,6,170
1753546265.376563,192.168.1.4,172.64.155.209,6,89
1753546265.389167,172.64.155.209,192.168.1.4,6,56
1753546265.586431,172.64.155.209,192.168.1.4,6,154
1753546265.634576,192.168.1.4,172.64.155.209,6,54
1753546265.79257,172.64.155.209,192.168.1.4,6,170
1753546265.842988,192.168.1.4,172.64.155.209,6,54
1753546266.036818,172.64.155.209,192.168.1.4,6,146
1753546266.090743,192.168.1.4,172.64.155.209,6,54
1753546266.25498,172.64.155.209,192.168.1.4,6,146
1753546266.307083,192.168.1.4,172.64.155.209,6,54
1753546266.487376,192.168.1.4,192.168.1.3,6,164
1753546266.489615,192.168.1.3,192.168.1.4,6,164
1753546266.522532,172.64.155.209,192.168.1.4,6,130
1753546266.531703,192.168.1.4,192.168.1.3,6,54
1753546266.573552,192.168.1.4,172.64.155.209,6,54
1753546266.815865,172.64.155.209,192.168.1.4,6,130
1753546266.858824,192.168.1.4,172.64.155.209,6,54
1753546267.103552,172.64.155.209,192.168.1.4,6,138
1753546267.15663,192.168.1.4,172.64.155.209,6,54
1753546267.253582,172.64.155.209,192.168.1.4,6,402
1753546267.307087,192.168.1.4,172.64.155.209,6,54
1753546267.48003,172.64.155.209,192.168.1.4,6,187
1753546267.497235,192.168.1.4,172.64.155.209,6,6720
1753546267.497353,192.168.1.4,172.64.155.209,6,611
1753546267.514905,172.64.155.209,192.168.1.4,6,56
1753546267.514905,172.64.155.209,192.168.1.4,6,56
1753546267.518856,172.64.155.209,192.168.1.4,6,56
1753546267.518856,172.64.155.209,192.168.1.4,6,56
1753546267.518856,172.64.155.209,192.168.1.4,6,56
1753546267.852218,172.64.155.209,192.168.1.4,6,383
1753546267.852218,172.64.155.209,192.168.1.4,6,105
1753546267.852218,172.64.155.209,192.168.1.4,6,85
1753546267.852314,192.168.1.4,172.64.155.209,6,54
1753546268.000299,192.168.1.4,172.64.155.209,6,5313
1753546268.000471,192.168.1.4,172.64.155.209,6,2331
1753546268.014498,172.64.155.209,192.168.1.4,6,56
1753546268.014498,172.64.155.209,192.168.1.4,6,56
1753546268.014901,172.64.155.209,192.168.1.4,6,56
1753546268.014901,172.64.155.209,192.168.1.4,6,56
1753546268.015123,172.64.155.209,192.168.1.4,6,56
1753546268.01808,192.168.1.4,172.64.155.209,6,5313
1753546268.018405,192.168.1.4,172.64.155.209,6,1530
1753546268.019192,192.168.1.4,172.64.155.209,6,5313
1753546268.019415,192.168.1.4,172.64.155.209,6,1484
1753546268.030909,172.64.155.209,192.168.1.4,6,56
1753546268.030909,172.64.155.209,192.168.1.4,6,56
1753546268.031286,172.64.155.209,192.168.1.4,6,56
1753546268.031286,172.64.155.209,192.168.1.4,6,56
1753546268.032322,172.64.155.209,192.168.1.4,6,56
1753546268.033222,172.64.155.209,192.168.1.4,6,56
1753546268.033222,172.64.155.209,192.168.1.4,6,56
1753546268.033222,172.64.155.209,192.168.1.4,6,56
1753546268.033222,172.64.155.209,192.168.1.4,6,56
1753546268.160427,172.64.155.209,192.168.1.4,6,410
1753546268.164895,172.64.155.209,192.168.1.4,6,99
1753546268.16503,192.168.1.4,172.64.155.209,6,54
1753546268.180363,172.64.155.209,192.168.1.4,6,85
1753546268.227442,192.168.1.4,172.64.155.209,6,54
1753546268.27946,172.64.155.209,192.168.1.4,6,323
1753546268.27946,172.64.155.209,192.168.1.4,6,101
1753546268.27946,172.64.155.209,192.168.1.4,6,85
1753546268.279637,192.168.1.4,172.64.155.209,6,54
1753546268.280721,172.64.155.209,192.168.1.4,6,319
1753546268.280721,172.64.155.209,192.168.1.4,6,101
1753546268.280721,172.64.155.209,192.168.1.4,6,85
1753546268.281147,192.168.1.4,172.64.155.209,6,54
1753546268.282189,172.64.155.209,192.168.1.4,6,322
1753546268.282189,172.64.155.209,192.168.1.4,6,101
1753546268.282189,172.64.155.209,192.168.1.4,6,85
1753546268.282581,192.168.1.4,172.64.155.209,6,54
1753546269.173492,192.168.1.4,172.64.155.209,6,228
1753546269.173585,192.168.1.4,172.64.155.209,6,1411
1753546269.187318,172.64.155.209,192.168.1.4,6,54
1753546269.189715,172.64.155.209,192.168.1.4,6,54
1753546269.268516,172.64.155.209,192.168.1.4,6,611
1753546269.268516,172.64.155.209,192.168.1.4,6,101
1753546269.268516,172.64.155.209,192.168.1.4,6,85
1753546269.269099,192.168.1.4,172.64.155.209,6,54
1753546269.27136,192.168.1.4,172.64.155.209,6,89
1753546269.285331,172.64.155.209,192.168.1.4,6,54
1753546271.271512,192.168.1.4,172.64.155.209,6,6752
1753546271.271666,192.168.1.4,172.64.155.209,6,439
1753546271.286087,172.64.155.209,192.168.1.4,6,56
1753546271.286976,172.64.155.209,192.168.1.4,6,56
1753546271.286976,172.64.155.209,192.168.1.4,6,56
1753546271.286976,172.64.155.209,192.168.1.4,6,56
1753546271.286976,172.64.155.209,192.168.1.4,6,56
1753546271.500645,192.168.1.4,192.168.1.3,6,164
1753546271.517458,192.168.1.3,192.168.1.4,6,164
1753546271.564821,192.168.1.4,192.168.1.3,6,54
1753546271.584961,172.64.155.209,192.168.1.4,6,355
1753546271.584961,172.64.155.209,192.168.1.4,6,359
1753546271.584961,172.64.155.209,192.168.1.4,6,85
1753546271.585394,192.168.1.4,172.64.155.209,6,54
1753546271.587744,192.168.1.4,172.64.155.209,6,89
1753546271.601406,172.64.155.209,192.168.1.4,6,56
1753546273.720833,3.233.158.26,192.168.1.4,6,528
1753546273.720833,3.233.158.26,192.168.1.4,6,54
1753546273.721162,192.168.1.4,3.233.158.26,6,54
1753546273.812043,3.233.158.26,192.168.1.4,6,93
1753546273.81274,192.168.1.4,3.233.158.26,6,54
1753546274.063448,3.233.158.26,192.168.1.4,6,54
1753546274.063448,3.233.158.26,192.168.1.4,6,78
1753546274.063548,192.168.1.4,3.233.158.26,6,54
1753546274.063694,192.168.1.4,3.233.158.26,6,54
1753546274.483267,192.168.1.4,104.26.7.95,6,111
1753546274.500706,104.26.7.95,192.168.1.4,6,54
1753546274.774884,104.26.7.95,192.168.1.4,6,509
1753546274.774884,104.26.7.95,192.168.1.4,6,176
1753546274.774884,104.26.7.95,192.168.1.4,6,85
1753546274.775008,192.168.1.4,104.26.7.95,6,54
1753546274.775639,192.168.1.4,104.26.7.95,6,89
1753546274.792089,104.26.7.95,192.168.1.4,6,54
1753546276.520277,192.168.1.4,192.168.1.3,6,164
1753546276.523158,192.168.1.3,192.168.1.4,6,164
